key_resp.keys,key_resp.rt,practice_taps.keys,practice_taps.rt,keyresp.keys,keyresp.rt,practice_stims_loop.thisRepN,practice_stims_loop.thisTrialN,practice_stims_loop.thisN,practice_stims_loop.thisIndex,practice_stims_loop.ran,sndfile,type,tempo,cond,version,delay,dur,Participant Initials,"If you are a MTurk worker, what is your MTurk worker ID?'",Are you wearing headphones?,What are the headphone make and model?,"How many years of musical training, if any, do you have?",Do you have any hearing problems? Please describe,What is your sex (f/m/decline)?,What is your age?,What is your handedness (R/L/ambi)?,Are you currently in a secure and quiet room without a possible interruption?,session,date,expName,psychopyVersion,OS,frameRate,instructions_prompt.keys,instructions_prompt.rt,block1_taps.keys,block1_taps.rt,key_resp_2.keys,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp2.keys,key_resp2.rt,block2_taps.keys,block2_taps.rt,key_resp_3.keys,key_resp_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_4.keys,key_resp_4.rt,"If you are not an MTurk worker, please provide your email address"
space,14.74483,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[1.1459000001195818,1.5213500000536442,2.06802500016056,2.625260000117123,3.187804999994114,3.798739999998361,4.385725000174716,4.956680000061169,5.559665000066161,6.1735100001096725,6.731830000178888,7.2794850000645965,7.851910000201315,8.42534500011243,9.034480000147596,9.664615000132471,10.265495000174269,10.846830000169575,10.867255000164732,11.39261500001885]",space,2.303295,0.0,0.0,0.0,0.0,1.0,block_1/medium_n_105_3.wav,no,n,medium,105.0,1.683245346,13.36533151,,,no,,none,no,,,,,1,2020-09-16_12h21.37.513,kura-A2,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.44773500016890466,0.9708849999587983,1.405765000032261,1.9421550000552088,2.3902800001669675,2.871110000181943,3.3438250001054257,3.813585000112653,3.8347700000740588,4.2947100000455976,4.315780000062659,4.772465000161901,4.793065000092611,5.282425000099465,5.302015000022948,5.778675000183284,5.7995649999938905,6.322129999985918,6.343085000058636,6.825440000044182,6.8481250000186265,7.331540000159293,7.825900000054389,7.849290000041947,8.364234999986365,8.385810000123456,8.914560000179335,8.934665000066161,9.420450000092387,9.44283500011079,9.964120000135154,9.983080000150949,10.43197500007227]",space,1.058865,0.0,1.0,1.0,1.0,1.0,block_2/medium_t_119_4.wav,timbre,t,medium,119.0,2.073396767,11.89421309,,,no,,none,no,,,,,1,2020-09-16_12h21.37.513,kura-A2,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.42667999980039895,1.0631999999750406,1.5421149998437613,2.025734999915585,2.046519999857992,2.5503000000026077,3.034324999898672,3.0524599999189377,3.584114999976009,3.6049999999813735,4.117164999945089,4.1374849998392165,4.586579999886453,4.607309999875724,5.107420000014827,5.608024999964982,5.629029999952763,6.1535499999299645,6.6324099998455495,6.652920000022277,7.154799999902025,7.622824999969453,8.125309999799356,8.633689999813214,9.105449999915436,9.126539999851957,9.616350000025705,10.15453499997966,10.472374999895692]",space,1.335005,0.0,2.0,2.0,3.0,1.0,block_2/strong_t_119_4.wav,timbre,t,strong,119.0,2.380207574,12.24809873,,,no,,none,no,,,,,1,2020-09-16_12h21.37.513,kura-A2,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.31921999994665384,0.7181700000073761,1.314669999992475,2.0199599999468774,2.9383799999486655,2.958600000012666,3.822764999931678,4.763615000061691,4.782589999958873,5.356845000060275,5.379930000053719,6.209324999945238,7.157695000059903,7.9657950000837445,7.986975000007078,8.804759999969974,9.604354999959469,11.384599999990314,12.128909999970347,12.1552349999547,12.961205000057817,12.997849999926984,13.848105000099167,13.878759999992326,14.663799999980256,14.692425000015646,15.49900500010699]",space,4.52926,0.0,3.0,3.0,2.0,1.0,block_1/weak_n_72_4.wav,no,n,weak,72.0,1.922330121,17.89675189,,,no,,none,no,,,,,1,2020-09-16_12h21.37.513,kura-A2,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,block_1/none_n_81_4.wav,no,n,none,81.0,2.242955119,22.19488256,,,no,,none,no,,,,,1,2020-09-16_12h21.37.513,kura-A2,2020.1.2,Win32,60,space,7.73418,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.5439999999944121,1.122254999820143,1.6275149998255074,2.23301999992691,2.884519999846816,3.4825799998361617,4.11559999990277,4.790739999851212,5.4894049998838454,6.0553799998015165,6.705254999920726,7.244944999925792,7.926569999894127,8.676254999823868,9.391719999955967,9.413354999851435,10.085160000016913,10.734704999951646,11.388069999869913,12.105844999896362,12.797314999857917,13.402194999856874,14.045029999921098,14.686310000019148,14.707285000011325,15.345409999834374,16.00588499987498,16.646774999797344,17.288484999909997,17.988639999879524,18.673134999815375,19.387415000004694,20.09825999988243]",space,3.39083,0.0,0.0,0.0,26.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,,block_1/strong_n_105_3.wav,no,n,strong,105.0,1.156897655,12.38746455,,,no,,none,no,,,,,1,2020-09-16_12h21.37.513,kura-A2,2020.1.2,Win32,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.5335649999324232,1.1574799998197705,1.7393099998589605,2.3368499998468906,2.882884999969974,3.4424550000112504,4.036379999946803,4.602274999953806,5.169844999909401,5.744754999876022,6.353074999991804,6.932174999965355,7.489984999876469,8.032114999834448,8.65652499999851,9.21159500000067,9.782524999929592,10.35215499997139,10.9238249999471,10.94469999987632,11.501554999966174]",space,1.22876,0.0,1.0,1.0,9.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,,block_1/medium_n_92_3.wav,no,n,medium,92.0,1.602440637,13.28810957,,,no,,none,no,,,,,1,2020-09-16_12h21.37.513,kura-A2,2020.1.2,Win32,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.3944099999498576,0.9916900000534952,1.6000950001180172,2.159450000151992,2.7563849999569356,3.3742750000674278,3.995210000080988,4.016060000052676,4.562975000124425,5.219180000014603,5.239195000147447,5.783005000092089,6.428899999940768,6.45022500003688,7.083770000142977,7.699345000088215,8.283694999990985,8.869260000064969,9.472190000116825,9.492980000097305,10.068930000066757,10.681959999958053,11.463470000075176,11.496545000001788]",space,0.79328,0.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,,block_1/weak_n_72_4.wav,no,n,weak,72.0,1.441009476,17.41543124,,,no,,none,no,,,,,1,2020-09-16_12h21.37.513,kura-A2,2020.1.2,Win32,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.4341100000310689,1.1411550000775605,1.8636650000698864,2.884800000116229,2.905585000058636,3.7913200000766665,4.353684999980032,4.374529999913648,4.7397600000258535,5.143085000105202,5.164959999965504,5.531764999963343,5.978714999975637,6.35666500008665,6.7671350000891834,7.1684699999168515,7.600534999975935,7.621460000053048,7.997694999910891,8.39776000007987,8.784549999982119,9.211714999983087,9.60496999998577,10.035494999960065,10.438469999935478,10.816115000052378,11.192705000052229,11.601474999915808,11.622385000111535,11.980495000025257,12.001124999951571,12.450345000019297,12.855935000116006,13.258584999945015,13.639265000121668,14.03425500006415,14.054569999920204,14.442104999907315,14.463105000089854,14.85531000001356,14.876225000014529,15.213190000038594,15.707984999986365,15.729120000032708,16.09451500000432,17.3220100000035]",space,1.12872,0.0,3.0,3.0,4.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,,block_1/strong_n_72_3.wav,no,n,strong,72.0,2.03136762,17.09667374,,,no,,none,no,,,,,1,2020-09-16_12h21.37.513,kura-A2,2020.1.2,Win32,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.6070000000763685,1.489850000012666,2.2511950000189245,2.271794999949634,3.0997699999716133,3.8067799999844283,3.8266249999869615,4.53802499989979,4.559064999921247,5.261799999978393,5.967160000000149,5.987579999957234,6.716095000039786,6.736520000034943,7.527920000022277,7.549240000080317,8.366119999904186,8.386930000036955,9.170819999882951,9.191515000071377,9.954909999854863,10.746915000025183,11.533964999951422,12.243849999969825,12.266584999859333,13.014685000060126,13.765214999904856,14.597589999902993,14.617020000005141,15.323834999930114,15.346360000083223]",space,2.19066,0.0,4.0,4.0,32.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,,block_1/weak_n_92_4.wav,no,n,weak,92.0,2.208253857,14.29442166,,,no,,none,no,,,,,1,2020-09-16_12h21.37.513,kura-A2,2020.1.2,Win32,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.5273250001482666,1.4813950001262128,2.073735000099987,2.1013250001706183,2.746240000007674,3.3345600001048297,3.366060000145808,3.918210000032559,4.501930000027642,5.1118100001476705,5.7544150000903755,6.332970000104979,6.944510000059381,7.505240000085905,8.125110000139102,8.736455000005662,9.388830000068992,9.990930000087246,10.551540000131354,10.572145000100136,11.200135000050068,11.802520000142977]",space,1.034785,0.0,5.0,5.0,15.0,1.0,,,,,,,,,,,,,,
