key_resp.keys,key_resp.rt,practice_taps.keys,practice_taps.rt,keyresp.keys,keyresp.rt,practice_stims_loop.thisRepN,practice_stims_loop.thisTrialN,practice_stims_loop.thisN,practice_stims_loop.thisIndex,practice_stims_loop.ran,sndfile,type,tempo,cond,version,delay,dur,Participant Initials,"If you are a MTurk worker, what is your MTurk worker ID?","If you are not an MTurk worker, please provide your email address",Are you wearing headphones?,What are the headphone make and model?,"How many years of musical training, if any, do you have?",Do you have any hearing problems? Please describe,What is your sex (f/m/decline)?,What is your age?,What is your handedness (R/L/ambi)?,Are you currently in a secure and quiet room without a possible interruption?,session,date,expName,psychopyVersion,OS,frameRate,instructions_prompt.keys,instructions_prompt.rt,block1_taps.keys,block1_taps.rt,key_resp_2.keys,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp2.keys,key_resp2.rt,block2_taps.keys,block2_taps.rt,key_resp_3.keys,key_resp_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_4.keys,key_resp_4.rt
space,107.37204,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[4.068620000034571,4.781029999954626,6.1173450000351295,6.9257800000486895,8.012549999984913,9.197440000018105,10.008634999976493,10.911719999974594,12.147140000015497,13.114670000039041,14.140785000054166,15.188450000016019,16.372699999948964,17.380465000052936,18.348549999995157,19.42615499999374]",space,1.60798,0.0,0.0,0.0,3.0,1.0,block_2/weak_n_72_2.wav,no,n,weak,72.0,1.63372301,21.59472074,,,,Yes,Bose sound sport in ear headphones,2,No,M,27,R,Yes,1,2020-09-07_11h57.44.574,kura-B1,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.2128050000173971,1.1167500000447035,1.660935000050813,2.16464500001166,2.788784999982454,3.599099999992177,4.324785000062548,4.90878000005614,5.653045000042766,6.303135000052862,6.892779999994673,7.428835000027902,8.044910000055097,8.764835000038147,9.429914999986067,10.192860000068322,10.814209999982268,11.366265000076964,11.9361650000792,12.62092500005383,13.303060000063851]",space,0.750635,0.0,1.0,1.0,0.0,1.0,block_1/medium_t_92_2.wav,timbre,t,medium,92.0,1.17246814,14.21682188,,,,Yes,Bose sound sport in ear headphones,2,No,M,27,R,Yes,1,2020-09-07_11h57.44.574,kura-B1,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.22548000002279878,1.7442850000225008,3.4627849999815226,5.26671500003431,5.872514999937266,6.472504999954253,7.070234999991953,7.989545000018552,8.724779999931343,9.600459999986924,10.342364999931306,11.09687499993015,11.746814999962226,12.449679999961518,13.184819999965839]",space,0.57854,0.0,2.0,2.0,2.0,1.0,block_1/weak_t_92_1.wav,timbre,t,weak,92.0,2.207238706,15.60342918,,,,Yes,Bose sound sport in ear headphones,2,No,M,27,R,Yes,1,2020-09-07_11h57.44.574,kura-B1,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.4790250000078231,1.2407599999569356,1.8574099999386817,2.5438650000141934,3.2781899999827147,4.045380000025034,4.766979999956675,5.5189949999330565,6.2665049999486655,7.035189999965951,7.736629999941215,8.478890000027604,9.24704499996733,10.058039999916218,10.760104999993928,11.504439999931492,12.263849999988452,13.016189999994822,13.800554999965243,14.543079999973997,15.311104999971576]",space,0.641605,0.0,3.0,3.0,1.0,1.0,block_2/strong_n_81_1.wav,no,n,strong,81.0,1.854905178,16.81653783,,,,Yes,Bose sound sport in ear headphones,2,No,M,27,R,Yes,1,2020-09-07_11h57.44.574,kura-B1,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,block_1/medium_t_72_2.wav,timbre,t,medium,72.0,1.374562099,18.5083943,,,,Yes,Bose sound sport in ear headphones,2,No,M,27,R,Yes,1,2020-09-07_11h57.44.574,kura-B1,2020.1.2,MacIntel,60,space,4.397675,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.3602799999061972,0.9436349999159575,1.6955899999011308,2.4633799999719486,3.303734999964945,4.131649999995716,5.103619999950752,5.952835000003688,6.854149999911897,7.75957999995444,8.65874999994412,9.53582499991171,10.41645499994047,11.319625000003725,12.195754999993369,13.023509999969974,13.975539999897592,14.87157999991905,15.755774999968708,16.63162999995984]",space,0.57221,0.0,0.0,0.0,28.0,1.0,,,,,,,,,,,,,
,,,,,,,,,,,block_1/none_t_119_1.wav,timbre,t,none,119.0,1.970403652,15.3319456,,,,Yes,Bose sound sport in ear headphones,2,No,M,27,R,Yes,1,2020-09-07_11h57.44.574,kura-B1,2020.1.2,MacIntel,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.30954000004567206,2.0180200000759214,2.880559999961406,3.661255000042729,4.198805000050925,5.153999999980442,6.138144999975339,7.038814999978058,7.897935000015423,8.910700000007637,9.862595000071451,10.915150000015274,11.867214999976568,12.842000000062399]",space,0.42424,0.0,1.0,1.0,39.0,1.0,,,,,,,,,,,,,
,,,,,,,,,,,block_1/strong_t_119_2.wav,timbre,t,strong,119.0,2.38266194,11.99749187,,,,Yes,Bose sound sport in ear headphones,2,No,M,27,R,Yes,1,2020-09-07_11h57.44.574,kura-B1,2020.1.2,MacIntel,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.31088000000454485,0.7942999999504536,1.1440099999308586,1.5827399999834597,2.0604249999159947,2.5295299999415874,2.998234999948181,3.4320450000232086,3.9347599999746308,4.422759999986738,4.90219499997329,5.353269999963231,5.819879999966361,6.287649999954738,6.771899999934249,7.278829999966547,7.7862200000090525,8.294789999956265,8.825399999972433,9.262329999939539,9.728569999919273]",space,0.78232,0.0,2.0,2.0,31.0,1.0,,,,,,,,,,,,,
,,,,,,,,,,,block_1/strong_t_92_2.wav,timbre,t,strong,92.0,1.228007131,14.47607969,,,,Yes,Bose sound sport in ear headphones,2,No,M,27,R,Yes,1,2020-09-07_11h57.44.574,kura-B1,2020.1.2,MacIntel,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.2917650000890717,0.6327550000278279,1.344645000062883,2.064790000091307,2.768995000049472,3.4313200000906363,4.099080000072718,4.766685000038706,5.43570000003092,6.088760000071488,6.792944999993779,7.4651750000193715,8.144865000038408,8.793500000028871,9.460140000097454,10.145865000085905,10.831104999990202,11.488785000052303,12.120875000022352,12.80877500004135,13.47266500000842]",space,0.57594,0.0,3.0,3.0,3.0,1.0,,,,,,,,,,,,,
,,,,,,,,,,,block_1/weak_t_105_1.wav,timbre,t,weak,105.0,1.816913882,14.30793429,,,,Yes,Bose sound sport in ear headphones,2,No,M,27,R,Yes,1,2020-09-07_11h57.44.574,kura-B1,2020.1.2,MacIntel,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.2231899999314919,0.7467699999688193,1.6109350000042468,2.530989999999292,3.3869699999922886,4.200039999908768,4.58696499990765,5.069359999964945,5.584669999894686,6.107024999917485,6.937204999965616,7.794984999927692,8.240934999892488,8.667834999971092,9.427404999965802,10.246479999972507,10.927584999939427,11.565859999973327,12.26699999999255]",space,0.34166,0.0,4.0,4.0,0.0,1.0,,,,,,,,,,,,,
,,,,,,,,,,,block_1/strong_t_119_1.wav,timbre,t,strong,119.0,2.009888221,11.97709911,,,,Yes,Bose sound sport in ear headphones,2,No,M,27,R,Yes,1,2020-09-07_11h57.44.574,kura-B1,2020.1.2,MacIntel,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.3595350000541657,0.7267899999860674,1.1599949999945238,1.6306600000243634,2.118555000051856,2.613050000043586,3.0868000000482425,3.582894999999553,4.08300500002224,4.60054500005208,5.102889999980107,5.56992000003811,6.05284500005655,6.558584999991581,7.094725000089966,7.591420000069775,8.092434999998659,8.55986500007566,9.062770000076853,9.527985000051558,10.014910000027157]",space,0.555685,0.0,5.0,5.0,27.0,1.0,,,,,,,,,,,,,
