key_resp.keys,key_resp.rt,practice_taps.keys,practice_taps.rt,keyresp.keys,keyresp.rt,practice_stims_loop.thisRepN,practice_stims_loop.thisTrialN,practice_stims_loop.thisN,practice_stims_loop.thisIndex,practice_stims_loop.ran,sndfile,type,tempo,cond,version,delay,dur,Participant Initials,"If you are a MTurk worker, what is your MTurk worker ID?","If you are not an MTurk worker, please provide your email address",Are you wearing headphones?,What are the headphone make and model?,"How many years of musical training, if any, do you have?",Do you have any hearing problems? Please describe,What is your sex (f/m/decline)?,What is your age?,What is your handedness (R/L/ambi)?,Are you currently in a secure and quiet room without a possible interruption?,session,date,expName,psychopyVersion,OS,frameRate,instructions_prompt.keys,instructions_prompt.rt,block1_taps.keys,block1_taps.rt,key_resp_2.keys,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp2.keys,key_resp2.rt,block2_taps.keys,block2_taps.rt,key_resp_3.keys,key_resp_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_4.keys,key_resp_4.rt
space,14.25,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[1.0470000000000113,1.6500000000000057,2.2989999999999995,2.990000000000002,3.836999999999996,4.689,5.586999999999996,6.255000000000003,6.988000000000007,7.788999999999994,8.571999999999996,9.288999999999994,10.041000000000004,10.842999999999996,11.574999999999996,12.326,13.077999999999996,13.845000000000006,14.529000000000003,15.300000000000004]",space,1.689,0.0,0.0,0.0,1.0,1.0,block_2/strong_n_81_1.wav,no,n,strong,81.0,1.854905178,16.81653783,,,,yes,"Cowin, don't know the model",0,,,,,,1,2020-09-16_15h23.50.906,kura-B1,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.7010000000000076,0.8850000000000051,1.085000000000008,1.4520000000000124,1.6210000000000093,1.7890000000000015,1.9380000000000024,2.0870000000000033,2.2700000000000102,2.4520000000000124,2.622,2.805000000000007,3.004000000000005,3.190000000000012,3.3900000000000006,3.5740000000000123,3.7720000000000056,3.939000000000007,4.122,4.2890000000000015,4.4879999999999995,4.689000000000007,4.873000000000005,5.038000000000011,5.2379999999999995,5.423000000000002,5.590000000000003,5.790000000000006,5.957999999999998,6.157000000000011,6.338999999999999,6.524000000000001,6.7109999999999985,6.910000000000011,7.121000000000009,7.291000000000011,7.478000000000009,7.675000000000011,7.8629999999999995,8.047000000000011,8.229,8.408000000000001,8.591999999999999,8.777000000000001,8.960000000000008,9.14500000000001,9.310000000000002,9.478000000000009,9.662000000000006,9.844999999999999,10.031000000000006,10.213000000000008,10.381,10.565000000000012,10.762,10.946000000000012,11.129000000000005,11.313000000000002,11.527000000000001,11.699000000000012,11.894000000000005,12.12700000000001,12.300000000000011,12.516000000000005,12.716000000000008,12.913000000000011,13.135000000000005,13.331000000000003,13.518,13.734000000000009,13.951000000000008,14.149000000000001,14.334000000000003,14.548000000000002,14.733000000000004,14.932000000000002,15.117000000000004,15.318000000000012,15.503,15.719000000000008,15.902000000000001,16.117000000000004,16.30000000000001,16.48400000000001,16.66600000000001,16.866,17.068000000000012,17.251000000000005,17.421000000000006,17.62100000000001,17.834000000000003,18.022000000000006,18.207000000000008,18.423000000000002,18.620000000000005,18.819000000000003,19.036,19.22200000000001,19.436000000000007,19.63600000000001,19.838000000000008,20.03800000000001,20.22200000000001]",space,2.37,0.0,1.0,1.0,3.0,1.0,block_2/weak_n_72_2.wav,no,n,weak,72.0,1.63372301,21.59472074,,,,yes,"Cowin, don't know the model",0,,,,,,1,2020-09-16_15h23.50.906,kura-B1,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[1.3670000000000044,1.5889999999999986,1.7860000000000014,1.9369999999999976,2.103999999999999,2.3359999999999985,2.5420000000000016,2.719999999999999,3.0360000000000014,3.2220000000000084,3.4210000000000065,3.653000000000006,3.8710000000000093,4.063000000000002,4.256,4.4879999999999995,4.688000000000002,4.89200000000001,5.091000000000008,5.308000000000007,5.50800000000001,5.7250000000000085,5.924000000000007,6.109999999999999,6.328000000000003,6.527000000000001,6.7250000000000085,6.942999999999998,7.158000000000001,7.376000000000005,7.575000000000003,7.759,7.9750000000000085,8.161000000000001,8.369,8.563000000000002,8.77600000000001,8.994,9.194000000000003,9.394000000000005,9.594000000000008,9.798000000000002,10.078000000000003,10.302999999999997,10.51100000000001,10.712000000000003,10.944000000000003,11.165999999999997,11.396,11.613,11.829000000000008,12.046000000000006,12.247,12.430000000000007,12.63000000000001,12.829999999999998,13.064000000000007,13.231000000000009,13.448000000000008,13.64800000000001]",space,1.056,0.0,2.0,2.0,2.0,1.0,block_1/weak_t_92_1.wav,timbre,t,weak,92.0,2.207238706,15.60342918,,,,yes,"Cowin, don't know the model",0,,,,,,1,2020-09-16_15h23.50.906,kura-B1,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.7540000000000191,1.021000000000015,1.3880000000000052,1.5260000000000105,1.9879999999999995,2.1580000000000155,2.3389999999999986,2.772999999999996,2.921999999999997,3.3070000000000164,3.4610000000000127,3.8610000000000184,4.046000000000021,4.540999999999997,4.7590000000000146,4.9410000000000025,5.342000000000013,5.510000000000019,5.692000000000007,6.061000000000007,6.228000000000009,6.677000000000021,6.861000000000018,7.397999999999996,7.564999999999998,7.998999999999995,8.182000000000016,8.662000000000006,8.846000000000004,9.313000000000017,9.485000000000014,10.030000000000001,10.213999999999999,10.664000000000016,10.847000000000008,11.265000000000015,11.437000000000012,11.882000000000005,12.069000000000017,12.533000000000015,12.717000000000013,13.167000000000002,13.350000000000023]",space,1.619,0.0,3.0,3.0,0.0,1.0,block_1/medium_t_92_2.wav,timbre,t,medium,92.0,1.17246814,14.21682188,,,,yes,"Cowin, don't know the model",0,,,,,,1,2020-09-16_15h23.50.906,kura-B1,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,block_1/medium_t_81_2.wav,timbre,t,medium,81.0,1.849325936,17.01676358,,,,yes,"Cowin, don't know the model",0,,,,,,1,2020-09-16_15h23.50.906,kura-B1,2020.1.2,Win32,60,space,8.08,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.8019999999999925,1.0360000000000014,1.2510000000000048,1.4039999999999964,1.867999999999995,2.016999999999996,2.187999999999988,2.608000000000004,2.771000000000015,2.959000000000003,3.490000000000009,3.671999999999997,3.8259999999999934,4.253999999999991,4.4269999999999925,4.593999999999994,5.106999999999999,5.289999999999992,5.456999999999994,5.923000000000002,6.074999999999989,6.641999999999996,6.794000000000011,6.957999999999998,7.542000000000002,7.692000000000007,8.244,8.411000000000001,8.578000000000003,9.066000000000003,9.244,9.409999999999997,9.86699999999999,10.049000000000007,10.259999999999991,10.695999999999998,10.834000000000003,11.346000000000004,11.51400000000001,11.667000000000002,12.213999999999999,12.397999999999996,12.566000000000003,12.980999999999995,13.164000000000016,13.665999999999997,13.834000000000003,13.998999999999995,14.533999999999992,14.699000000000012,15.40100000000001,15.586000000000013]",space,0.848,0.0,0.0,0.0,7.0,1.0,,,,,,,,,,,,,
,,,,,,,,,,,block_1/none_t_119_1.wav,timbre,t,none,119.0,1.970403652,15.3319456,,,,yes,"Cowin, don't know the model",0,,,,,,1,2020-09-16_15h23.50.906,kura-B1,2020.1.2,Win32,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.5699999999999932,0.7860000000000014,0.9399999999999977,1.2369999999999948,1.4029999999999916,1.5699999999999932,1.7399999999999807,1.9029999999999916,2.086999999999989,2.269999999999982,2.47199999999998,2.671999999999997,2.8549999999999898,3.0049999999999955,3.187999999999988,3.3719999999999857,3.555000000000007,3.7390000000000043,3.921999999999997,4.1089999999999804,4.305999999999983,4.494,4.674000000000007,4.8559999999999945,5.043999999999983,5.222999999999985,5.406999999999982,5.590000000000003,5.790999999999997,6.007999999999981,6.1910000000000025,6.409999999999997,6.608000000000004,6.792000000000002,7.007999999999981,7.209000000000003,7.393000000000001,7.6129999999999995,7.813999999999993,8.013000000000005,8.227000000000004,8.430000000000007,8.644999999999982,8.859999999999985,9.076999999999998,9.260999999999996,9.460999999999984,9.662000000000006,9.86099999999999,10.061999999999983,10.280000000000001,10.513000000000005,10.71799999999999,10.947999999999979,11.180000000000007,11.395999999999987,11.629999999999995,11.863,12.068999999999988,12.300999999999988,12.516999999999996,12.73399999999998,12.948999999999984,13.165999999999997,13.394999999999982,13.61499999999998]",space,0.968,0.0,1.0,1.0,39.0,1.0,,,,,,,,,,,,,
,,,,,,,,,,,block_1/weak_t_92_2.wav,timbre,t,weak,92.0,1.028761509,16.1946572,,,,yes,"Cowin, don't know the model",0,,,,,,1,2020-09-16_15h23.50.906,kura-B1,2020.1.2,Win32,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.5689999999999884,0.7709999999999866,0.9519999999999982,1.3529999999999802,1.502999999999986,2.002999999999986,2.1699999999999875,2.703000000000003,2.8549999999999898,3.0219999999999914,3.4879999999999995,3.655000000000001,3.8389999999999986,4.288999999999987,4.454999999999984,4.606999999999999,5.039999999999992,5.207999999999998,5.375,5.774999999999977,5.9739999999999895,6.156999999999982,6.59099999999998,6.758999999999986,6.941999999999979,7.359999999999985,7.542999999999978,7.758999999999986,8.175999999999988,8.359999999999985,8.593999999999994,8.994,9.177999999999997,9.36099999999999,9.744999999999976,9.927999999999997,10.111999999999995,10.512999999999977,10.679999999999978,10.895999999999987,11.313999999999993,11.515999999999991,11.712999999999994,12.163999999999987,12.335999999999984,12.581999999999994,12.99799999999999,13.198999999999984,13.399000000000001,13.84899999999999,14.033999999999992,14.282999999999987,14.683999999999997,14.900999999999982,15.283999999999992,15.500999999999976]",space,0.902,0.0,2.0,2.0,37.0,1.0,,,,,,,,,,,,,
,,,,,,,,,,,block_1/weak_t_105_2.wav,timbre,t,weak,105.0,2.298632362,16.24153486,,,,yes,"Cowin, don't know the model",0,,,,,,1,2020-09-16_15h23.50.906,kura-B1,2020.1.2,Win32,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.6339999999999861,0.8509999999999991,1.0190000000000055,1.4180000000000064,1.5859999999999843,1.752999999999986,2.1709999999999923,2.3389999999999986,2.501999999999981,2.954999999999984,3.1239999999999952,3.287000000000006,3.7229999999999848,3.8870000000000005,4.371999999999986,4.555000000000007,4.724999999999994,5.174000000000007,5.35299999999998,5.489000000000004,5.907999999999987,6.073999999999984,6.272999999999996,6.444999999999993,6.640999999999991,6.86099999999999,7.076999999999998,7.295999999999992,7.525999999999982,7.7379999999999995,8.026999999999987,8.23999999999998,8.475999999999999,8.692000000000007,8.909999999999997,9.126999999999981,9.308999999999997,9.475999999999999,9.659999999999997,10.299000000000007,10.526999999999987,10.730999999999995,11.127999999999986,11.361999999999995,11.596000000000004,11.882999999999981,12.084000000000003,12.32899999999998,12.546999999999997,12.795999999999992,13.063999999999993,13.268,13.480999999999995,13.730999999999995,13.98599999999999,14.23599999999999]",space,1.322,0.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,
,,,,,,,,,,,block_1/medium_t_72_1.wav,timbre,t,medium,72.0,1.564818535,18.8498072,,,,yes,"Cowin, don't know the model",0,,,,,,1,2020-09-16_15h23.50.906,kura-B1,2020.1.2,Win32,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.9199999999999875,1.1020000000000039,1.5720000000000027,1.7229999999999848,1.88900000000001,2.3700000000000045,2.5219999999999914,2.701999999999998,3.2369999999999948,3.4039999999999964,3.570999999999998,4.203000000000003,4.371000000000009,4.621999999999986,4.889999999999986,5.35499999999999,5.507000000000005,5.689999999999998,6.073999999999984,6.242999999999995,6.411000000000001,6.859000000000009,7.026999999999987,7.194999999999993,7.7239999999999895,7.947000000000003,8.158999999999992,8.776999999999987,8.942999999999984,9.109000000000009,9.626000000000005,9.795999999999992,9.959000000000003,10.494,10.679000000000002,10.844999999999999,11.412000000000006,11.61099999999999,11.762,12.295999999999992,12.461999999999989,12.62700000000001,13.163999999999987,13.347000000000008,13.51400000000001,14.01400000000001,14.198000000000008,14.381,14.931999999999988,15.09899999999999,15.28200000000001,15.865999999999985,16.033999999999992,16.26599999999999,16.766999999999996,16.937999999999988,17.183999999999997,17.685000000000002]",space,2.057,0.0,4.0,4.0,24.0,1.0,,,,,,,,,,,,,
,,,,,,,,,,,block_1/strong_t_72_1.wav,timbre,t,strong,72.0,2.410899129,18.9853209,,,,yes,"Cowin, don't know the model",0,,,,,,1,2020-09-16_15h23.50.906,kura-B1,2020.1.2,Win32,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[1.4410000000000025,1.6200000000000045,2.209000000000003,2.3700000000000045,2.9219999999999686,3.808999999999969,4.690000000000026,5.507000000000033,6.290000000000049,7.177000000000049,7.977000000000004,8.794000000000011,9.628000000000014,10.465000000000003,11.279000000000025,12.097000000000008,12.880000000000024,13.78600000000003,14.53200000000001,15.337000000000018,16.25000000000003,17.08600000000004]",space,0.734,0.0,5.0,5.0,9.0,1.0,,,,,,,,,,,,,
