key_resp.keys,key_resp.rt,practice_taps.keys,practice_taps.rt,keyresp.keys,keyresp.rt,practice_stims_loop.thisRepN,practice_stims_loop.thisTrialN,practice_stims_loop.thisN,practice_stims_loop.thisIndex,practice_stims_loop.ran,sndfile,type,tempo,cond,version,delay,dur,Participant Initials,"If you are a MTurk worker, what is your MTurk worker ID?'",Are you wearing headphones?,What are the headphone make and model?,"How many years of musical training, if any, do you have?",Do you have any hearing problems? Please describe,What is your sex (f/m/decline)?,What is your age?,What is your handedness (R/L/ambi)?,Are you currently in a secure and quiet room without a possible interruption?,session,date,expName,psychopyVersion,OS,frameRate,instructions_prompt.keys,instructions_prompt.rt,block1_taps.keys,block1_taps.rt,key_resp_2.keys,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp2.keys,key_resp2.rt,block2_taps.keys,block2_taps.rt,key_resp_3.keys,key_resp_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_4.keys,key_resp_4.rt,"If you are not an MTurk worker, please provide your email address"
space,11.39953,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[1.3689649999141693,1.6629800000227988,1.8940400001592934,2.9928749999962747,4.959239999763668,6.645649999845773,8.425024999771267,8.666399999987334,8.88167000003159,9.302199999801815,9.539479999803007,9.771375000011176,10.018705000169575,10.24324500001967,10.485195000190288,10.733794999774545,11.574670000001788,11.870035000145435]",space,0.14389,0.0,0.0,0.0,3.0,1.0,block_2/strong_t_119_4.wav,timbre,t,strong,119.0,2.380207574,12.24809873,,,YES,APPLE,1,,,,,,1,2020-09-16_17h20.10.296,kura-A2,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[1.3523800000548363,4.295090000145137,4.636245000176132,4.9359650001861155,5.196155000012368,5.4698600000701845,5.734219999983907,7.220124999992549,7.459069999866188,7.699024999979883,8.004815000109375,8.260265000164509,9.442865000106394,9.686755000147969,9.901970000006258,10.126560000237077]",space,1.89629,0.0,1.0,1.0,2.0,1.0,block_1/weak_n_72_4.wav,no,n,weak,72.0,1.922330121,17.89675189,,,YES,APPLE,1,,,,,,1,2020-09-16_17h20.10.296,kura-A2,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[3.558004999998957,3.8331249998882413,10.98143000015989,11.236630000174046,12.201840000227094,12.496890000067651,12.93760500010103,13.223600000143051]",space,0.0805,0.0,2.0,2.0,0.0,1.0,block_1/medium_n_105_3.wav,no,n,medium,105.0,1.683245346,13.36533151,,,YES,APPLE,1,,,,,,1,2020-09-16_17h20.10.296,kura-A2,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,space,8.71305,0.0,3.0,3.0,1.0,1.0,block_2/medium_t_119_4.wav,timbre,t,medium,119.0,2.073396767,11.89421309,,,YES,APPLE,1,,,,,,1,2020-09-16_17h20.10.296,kura-A2,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,block_1/strong_n_72_3.wav,no,n,strong,72.0,2.03136762,17.09667374,,,YES,APPLE,1,,,,,,1,2020-09-16_17h20.10.296,kura-A2,2020.1.2,Win32,60,space,32.02017,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.8878850000910461,1.1289200000464916,1.352919999975711,1.5748900002799928,1.849034999962896,2.1576849999837577,2.5951300002634525,2.8657650002278388,3.1412150003015995,4.002344999928027,4.218869999982417,4.438475000206381,5.384295000229031,5.754535000305623,6.0370350000448525,6.7775650001131,7.07351000001654,7.323310000356287,7.598710000049323,8.08045500004664,8.439600000157952,9.811930000316352,10.105630000121891,10.292125000152737,10.761925000231713,11.05919500021264,11.219180000014603,11.529820000287145,12.403954999987036,12.73729500034824,13.034330000169575,13.264960000291467,13.59544500010088,13.87550500035286,14.1465549999848,14.461750000249594]",space,3.04065,0.0,0.0,0.0,32.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,,block_1/medium_n_72_4.wav,no,n,medium,72.0,1.204769933,15.71334136,,,YES,APPLE,1,,,,,,1,2020-09-16_17h20.10.296,kura-A2,2020.1.2,Win32,60,,,,,space,4.943715,0.0,1.0,1.0,7.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,,block_1/weak_n_92_3.wav,no,n,weak,92.0,1.887522896,14.6307882,,,YES,APPLE,1,,,,,,1,2020-09-16_17h20.10.296,kura-A2,2020.1.2,Win32,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[6.433355000335723,6.948885000310838,7.235240000300109,7.4549400000832975,7.640395000111312,8.561070000287145,8.785295000299811,8.97597000002861,9.884535000193864,10.10097000002861,10.29791000019759,10.507519999984652,11.218470000196248,11.435240000020713,11.637665000278503,11.839339999947697,12.079235000070184,12.324430000036955,12.574754999950528,12.790570000186563,13.00090999994427,13.546245000325143,13.76598499994725,13.956329999957234,14.136350000277162]",space,0.103955,0.0,2.0,2.0,5.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,,block_1/strong_n_105_4.wav,no,n,strong,105.0,1.30585928,13.14087062,,,YES,APPLE,1,,,,,,1,2020-09-16_17h20.10.296,kura-A2,2020.1.2,Win32,60,,,,,space,68.88764,0.0,3.0,3.0,3.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,,block_1/weak_n_105_4.wav,no,n,weak,105.0,1.436012468,12.20911904,,,YES,APPLE,1,,,,,,1,2020-09-16_17h20.10.296,kura-A2,2020.1.2,Win32,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.3060149997472763,0.5412749997340143,0.8311799997463822,1.1815599999390543,2.591544999741018,3.521694999653846,3.8767999997362494,4.185464999638498,5.616759999655187,5.957704999949783,6.620074999984354,6.908634999766946,7.443734999746084,7.719564999919385,11.404504999984056,11.6992749995552,11.95515999989584]",space,1.37965,0.0,4.0,4.0,28.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,,block_1/weak_n_72_4.wav,no,n,weak,72.0,1.441009476,17.41543124,,,YES,APPLE,1,,,,,,1,2020-09-16_17h20.10.296,kura-A2,2020.1.2,Win32,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.5552050000987947,0.8657450000755489,1.1558450004085898,5.23050000006333,5.785520000383258,5.811325000133365,7.078345000278205,7.407395000103861,9.660480000078678,9.940065000206232,10.224080000072718,13.94965000031516,14.245160000398755,14.515635000076145,15.803370000328869,16.067060000263155,16.92854000022635,17.213565000332892]",space,1.491735,0.0,5.0,5.0,4.0,1.0,,,,,,,,,,,,,,
