key_resp.keys,key_resp.rt,practice_taps.keys,practice_taps.rt,keyresp.keys,keyresp.rt,practice_stims_loop.thisRepN,practice_stims_loop.thisTrialN,practice_stims_loop.thisN,practice_stims_loop.thisIndex,practice_stims_loop.ran,sndfile,type,tempo,cond,version,delay,dur,Participant Initials,"If you are a MTurk worker, what is your MTurk worker ID?'",Are you wearing headphones?,What are the headphone make and model?,"How many years of musical training, if any, do you have?",Do you have any hearing problems? Please describe,What is your sex (f/m/decline)?,What is your age?,What is your handedness (R/L/ambi)?,Are you currently in a secure and quiet room without a possible interruption?,session,date,expName,psychopyVersion,OS,frameRate,instructions_prompt.keys,instructions_prompt.rt,block1_taps.keys,block1_taps.rt,key_resp_2.keys,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp2.keys,key_resp2.rt,block2_taps.keys,block2_taps.rt,key_resp_3.keys,key_resp_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_4.keys,key_resp_4.rt,"If you are not an MTurk worker, please provide your email address"
space,9.001185,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.8677850000094622,1.4919349999399856,1.9878549999557436,2.533064999966882,3.1079850000096485,3.7506699999794364,4.276100000017323,4.4682449999963865,4.644179999944754,5.172279999940656,5.6362349999835715,6.100384999997914,6.644495000015013,7.236429999931715,7.766975000035018,8.404770000022836,9.001079999958165,9.62078500003554,10.229049999965355,10.772959999972954,11.317520000040531,11.92496500001289]",space,1.037675,0.0,0.0,0.0,0.0,1.0,block_1/medium_n_105_3.wav,no,n,medium,105.0,1.683245346,13.36533151,,,Yes,Wolf Sades,0,No,m,31,R,Yes,1,2020-09-07_10h52.13.829,kura-A2,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.3600850000511855,1.3042500000447035,2.0084150000475347,2.472565000061877,2.8243700000457466,3.6406450000358745,3.9926650000270456,4.218005000031553,4.504650000017136,4.72860499995295,5.068534999969415,5.401745000039227,5.640834999969229,6.104945000028238,6.318115000030957,6.5208150000544265,6.728845000034198,6.952939999988303,7.240925000049174,7.451164999976754,7.705004999996163,8.121034999960102,8.318074999959208,8.48906499997247,8.937539999955334,9.177144999965094,9.36915499996394,9.545249999966472,9.92937999998685,10.137504999991506,10.316789999953471,10.48933000001125,10.843519999994896,11.033659999957308,11.209425000008196,11.534850000054576,11.705410000053234,11.900174999958836,12.251315000001341,12.473559999954887,12.701420000055805,13.034085000050254,13.225624999962747,13.417750000022352,13.577664999989793,13.884640000062063,14.089739999966696,14.28386500000488,14.457735000061803,14.889824999962002,15.118039999972098,15.305855000042357,15.467434999998659,15.818124999990687,16.073959999950603]",space,0.751805,0.0,1.0,1.0,2.0,1.0,block_1/weak_n_72_4.wav,no,n,weak,72.0,1.922330121,17.89675189,,,Yes,Wolf Sades,0,No,m,31,R,Yes,1,2020-09-07_10h52.13.829,kura-A2,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.46536999999079853,0.9595449999906123,1.3594600000651553,1.9198399999877438,2.44941999996081,2.975760000059381,3.4718100000172853,3.9838699999963865,4.516479999991134,5.008084999979474,5.455949999974109,5.984264999977313,6.49945999996271,7.024154999991879,7.552179999998771,8.016940000001341,8.53234000003431,9.040440000011586,9.552529999986291,10.04905500006862]",space,0.483145,0.0,2.0,2.0,3.0,1.0,block_2/strong_t_119_4.wav,timbre,t,strong,119.0,2.380207574,12.24809873,,,Yes,Wolf Sades,0,No,m,31,R,Yes,1,2020-09-07_10h52.13.829,kura-A2,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.3209149999311194,1.088969999924302,1.26761500001885,1.425069999997504,2.050429999944754,2.2091449999716133,2.3692400000290945,2.517754999920726,2.6573099999222904,2.7854199999710545,2.9337499999674037,3.0732350000180304,3.2171849999576807,3.3492749999277294,3.4893199999351054,3.6494650000240654,3.8093149999622256,3.953359999926761,4.117175000021234,4.273380000027828,4.450149999931455,4.609364999923855,4.785384999937378,4.961415000027046,5.121745000011288,5.283629999961704,5.457479999982752,5.6176500000292435,5.793545000022277,5.953669999958947,6.134324999991804,6.289660000009462,6.531794999958947,6.72164000000339,6.883814999950118,7.201765000005253,7.3493049999233335,7.521775000030175,7.6837199999717996,7.857749999966472,8.017954999930225,8.19383999996353,8.369865000015125,8.53172500000801,8.705895000020973,8.849894999992102,9.009884999948554,9.169954999932088,9.332225000020117,9.570029999944381,9.750564999994822,9.92210999992676,10.117244999972172,10.274325000005774]",space,0.359805,0.0,3.0,3.0,1.0,1.0,block_2/medium_t_119_4.wav,timbre,t,medium,119.0,2.073396767,11.89421309,,,Yes,Wolf Sades,0,No,m,31,R,Yes,1,2020-09-07_10h52.13.829,kura-A2,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,block_1/medium_n_92_4.wav,no,n,medium,92.0,1.438882438,14.02917722,,,Yes,Wolf Sades,0,No,m,31,R,Yes,1,2020-09-07_10h52.13.829,kura-A2,2020.1.2,Win32,60,space,3.544215,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.817405000096187,1.1044550000224262,1.6495200000936165,1.808835000032559,1.968870000098832,2.432744999998249,2.5766500000609085,3.008680000086315,3.4629350000759587,3.5848250000271946,4.000780000002123,4.144800000009127,4.657010000082664,4.801020000013523,5.313255000044592,5.440975000034086,5.601475000032224,6.0332600000547245,6.196385000017472,6.609120000037365,6.753325000056066,7.217355000087991,7.361200000043027,7.569240000098944,7.921310000005178,8.065395000041462,8.213229999993928,8.563360000029206,8.705410000053234,8.865655000088736,9.153450000099838,9.297920000040904,9.473640000098385,9.809500000090338,9.963545000064187,10.353564999997616,10.513290000031702,10.846580000012182,11.02572500007227,11.441685000085272,11.569830000051297,11.733035000041127,12.115180000080727,12.257820000057109,12.417795000015758,12.81800500000827,12.961895000073127,13.12195000005886]",space,0.5937,0.0,0.0,0.0,11.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,,block_1/weak_n_72_4.wav,no,n,weak,72.0,1.441009476,17.41543124,,,Yes,Wolf Sades,0,No,m,31,R,Yes,1,2020-09-07_10h52.13.829,kura-A2,2020.1.2,Win32,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.36823999998159707,0.8507599999429658,1.360179999959655,1.5041950000450015,1.6961649999720976,2.1442800000077114,2.2883549999678507,2.4517549999291077,2.817284999997355,3.008365000016056,3.1847599999746308,3.5044749999651685,3.652540000039153,3.824460000032559,3.9852999999420717,4.144510000012815,4.288594999932684,4.6565600000321865,4.7691150000318885,4.91301499994006,5.056589999934658,5.552584999939427,5.921224999940023,6.085149999940768,6.272744999965653,6.528685000026599,6.683319999952801,6.818650000030175,7.088914999971166,7.328869999968447,7.472869999939576,7.808884999947622,7.952855000039563,8.101284999982454,8.434114999952726,8.560979999951087,8.72109000000637,9.072984999977052,9.201809999998659,9.602635000017472,9.72942999994848,9.873215000028722,10.034544999944046,10.335139999981038,10.469260000041686,10.62515999993775,10.961249999934807,11.073239999939688,11.252080000005662,11.585384999983944,11.71874000004027,11.889394999947399,12.209425000008196,12.337384999962524,12.517529999953695,12.833994999993593,12.977455000043847,13.121539999963716,13.301845000009052,13.635290000005625,13.777520000003278,13.937694999971427,14.241685000015423,14.35367999994196,14.518565000034869,14.835085000027902,14.968619999941438,15.105725000030361,15.39386499999091,15.51769999996759,15.651025000028312,15.905799999949522,16.083804999943823,16.22578999993857]",space,0.359915,0.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,,block_1/weak_n_119_4.wav,no,n,weak,119.0,2.305568033,13.07926418,,,Yes,Wolf Sades,0,No,m,31,R,Yes,1,2020-09-07_10h52.13.829,kura-A2,2020.1.2,Win32,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.4336650000186637,1.0062250000191852,1.1687249999959022,2.2705149999819696,2.4347550000529736,2.622510000015609,2.8177099999738857,2.99051499995403,3.184129999950528,3.342420000000857,3.518485000007786,3.694535000016913,3.886489999946207,4.050294999964535,4.206634999951348,4.526779999956489,4.670604999992065,5.0548199999611825,5.215139999985695,5.374685000046156,5.502850000048056,5.63477000000421,5.8867349999491125,6.0186049999902025,6.384904999984428,6.495009999955073,6.878920000046492,7.135914999991655,7.278999999980442,7.407015000004321,7.567335000028834,7.667009999975562,7.822975000017323,7.952195000019856,8.11109000002034,8.255119999987073,8.495125000015832,8.639079999993555,8.801579999970272,8.943145000026561,9.087094999966212,9.295120000024326,9.439179999986663,9.56780499999877,9.711555000045337,10.00075000000652,10.175260000047274,10.319284999975935,10.469124999945052,10.767950000008568,10.92750500002876,11.087339999969117,11.250224999967031]",space,0.408215,0.0,2.0,2.0,31.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,,block_1/none_n_72_3.wav,no,n,none,72.0,1.892162994,23.61892036,,,Yes,Wolf Sades,0,No,m,31,R,Yes,1,2020-09-07_10h52.13.829,kura-A2,2020.1.2,Win32,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[1.5010449999244884,2.0593299999600276,2.251704999944195,2.619554999982938,2.78351500001736,3.016899999929592,3.17937000002712,3.531584999989718,3.6917249999241903,3.867809999966994,4.216870000003837,4.3501300000352785,4.733565000002272,4.891650000005029,5.211619999958202,5.371685000020079,5.531669999938458,5.723679999937303,5.868084999965504,6.139755000011064,6.286424999940209,6.459799999953248,6.769184999982826,6.9079299999866635,7.244040000019595,7.611879999982193,7.785975000006147,8.139974999940023,8.285999999963678,8.476204999955371,8.636689999955706,8.972109999973327,9.13210499996785,9.308175000012852,9.548420000006445,9.80492999998387,10.204524999950081,10.348189999931492,10.652959999977611,10.837159999995492,11.021984999999404,11.180300000007264,11.580579999950714,11.870499999960884,12.055019999970682,12.237599999993108,12.65453499997966,12.84458499995526,13.021145000006072,13.388554999954067,13.548605000018142,13.904540000017732,14.06063500000164,14.460650000022724,14.604829999967478,14.988840000005439,15.120914999977686,15.292799999937415,15.837489999947138,15.99690000002738,16.17291999992449,16.508960000006482,16.669104999979027,16.828929999959655,17.152359999949113,17.30926000000909,17.486339999944903,17.821164999972098,17.997089999960735,18.173145000007935,18.509235000004992,18.67103500000667,18.82929000002332,19.005234999931417,19.165210000006482,19.3253750000149,19.5029649999924,19.741249999962747,20.09348499996122,20.286534999962896,20.52535499993246,20.721904999925755,20.893429999938235,21.06975499994587,21.24546000000555,21.520904999924824,21.67770500003826,21.854274999932386]",space,0.73354,0.0,3.0,3.0,18.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,,block_1/strong_n_92_3.wav,no,n,strong,92.0,1.754608557,14.24499404,,,Yes,Wolf Sades,0,No,m,31,R,Yes,1,2020-09-07_10h52.13.829,kura-A2,2020.1.2,Win32,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[1.0919699999503791,1.4917999999597669,2.0678999999072403,2.708059999975376,3.2683299999916926,3.8761449999874458,4.500260000000708,5.140320000005886,5.764959999942221,6.372525000013411,7.049520000000484,7.68461999995634,8.292644999921322,8.90081999998074,9.508949999930337,10.166164999944158,10.804980000015348,11.39945499994792,12.085084999911487,12.693189999903552]",space,0.621425,0.0,4.0,4.0,39.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,,block_1/strong_n_119_3.wav,no,n,strong,119.0,1.213627968,10.9792062,,,Yes,Wolf Sades,0,No,m,31,R,Yes,1,2020-09-07_10h52.13.829,kura-A2,2020.1.2,Win32,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.8511249999282882,1.234749999945052,1.6510599999455735,2.118019999936223,2.610979999997653,3.090974999940954,3.6351400000276044,4.1498699999647215,4.627114999922924,5.075279999990016,5.5232899999246,6.019594999961555,6.5155200000153854,7.027684999979101,7.491459999931976,7.987804999924265,8.500869999988936,9.001195000018924,9.491834999993443,9.971769999945536]",space,0.51053,0.0,5.0,5.0,16.0,1.0,,,,,,,,,,,,,,
